<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2016.10.04	18429.79	18490.49	18288.09	18341.99	31437	0	0
2016.10.05	18327.89	18491.29	18312.89	18452.19	22473	0	0
2016.10.06	18458.19	18480.69	18334.49	18443.79	22357	0	0
2016.10.07	18422.79	18507.79	18320.59	18413.39	28546	0	0
2016.10.10	18444.39	18576.79	18428.89	18501.49	18604	0	0
2016.10.11	18519.49	18527.49	18233.99	18306.39	28353	0	0
2016.10.12	18336.39	18381.39	18252.39	18323.79	28990	0	0
2016.10.13	18304.79	18312.49	18131.19	18277.19	33256	0	0
2016.10.14	18274.19	18439.19	18250.19	18316.79	29877	0	0
2016.10.17	18299.79	18340.79	18234.69	18261.39	29774	0	0
2016.10.18	18276.39	18402.39	18270.39	18334.29	22462	0	0
2016.10.19	18323.69	18428.19	18290.69	18378.89	19522	0	0
2016.10.20	18388.69	18431.69	18301.99	18334.69	23592	0	0
2016.10.21	18359.69	18360.69	18221.39	18317.99	21148	0	0
2016.10.24	18338.99	18450.99	18314.99	18394.89	16871	0	0
2016.10.25	18401.89	18429.89	18323.89	18348.89	17354	0	0
2016.10.26	18323.89	18411.89	18232.89	18376.09	22965	0	0
2016.10.27	18381.09	18440.09	18321.79	18351.79	26962	0	0
2016.10.28	18370.79	18430.99	18268.59	18338.09	33356	0	0
2016.10.31	18323.09	18403.09	18304.89	18318.29	21605	0	0
2016.11.01	18333.29	18382.79	18112.29	18210.89	27368	0	0
2016.11.02	18179.89	18221.09	18103.49	18138.09	33414	0	0
2016.11.03	18152.39	18190.39	18077.99	18107.99	28983	0	0
2016.11.04	18112.99	18162.09	18057.09	18065.89	27241	0	0
2016.11.07	18252.89	18437.59	18252.89	18431.59	17629	0	0
2016.11.08	18401.39	18575.99	18360.39	18505.79	25832	0	0
2016.11.09	18610.79	18824.99	17651.29	18759.49	95363	0	0
2016.11.10	18768.89	19051.79	18723.89	18986.09	54714	0	0
2016.11.11	18992.09	19064.09	18911.79	19017.79	44598	0	0
2016.11.14	19109.79	19145.29	18988.49	19045.69	40571	0	0
2016.11.15	19043.09	19099.39	18980.09	19096.39	30917	0	0
2016.11.16	19095.69	19106.69	18998.69	19042.29	27384	0	0
2016.11.17	19044.29	19077.49	19017.39	19076.49	23690	0	0
2016.11.18	19052.99	19088.99	19023.99	19040.69	20628	0	0
2016.11.21	19066.69	19133.89	19033.69	19127.89	17667	0	0
2016.11.22	19141.89	19216.79	19136.29	19198.79	17317	0	0
2016.11.23	19200.79	19257.59	19180.29	19253.59	18071	0	0
2016.11.25	19307.59	19325.09	19293.59	19324.59	11735	0	0
2016.11.28	19294.59	19314.99	19246.49	19275.99	19975	0	0
2016.11.29	19264.99	19319.09	19244.89	19298.89	18001	0	0
2016.11.30	19298.59	19397.59	19282.59	19313.19	22892	0	0
2016.12.01	19323.99	19388.09	19294.99	19364.59	26042	0	0
2016.12.02	19367.59	19374.59	19315.59	19340.79	20165	0	0
2016.12.05	19307.79	19456.79	19294.79	19392.29	26119	0	0
2016.12.06	19386.29	19428.19	19359.99	19424.19	17421	0	0
2016.12.07	19416.19	19732.49	19396.19	19710.59	20593	0	0
2016.12.08	19696.19	19837.99	19665.69	19783.69	27937	0	0
2016.12.09	19798.99	19928.99	19788.99	19927.99	20376	0	0
2016.12.12	19992.99	19997.29	19917.99	19969.09	22310	0	0
2016.12.13	19961.89	20129.39	19958.89	20082.09	19606	0	0
2016.12.14	20074.09	20140.89	19922.49	19967.99	25258	0	0
2016.12.15	20011.99	20123.49	19979.99	20027.99	30006	0	0
2016.12.16	20040.99	20094.69	19995.79	20018.69	20602	0	0
2016.12.19	20056.69	20089.59	20022.69	20058.09	15818	0	0
2016.12.20	20069.09	20162.09	20063.09	20144.69	13190	0	0
2016.12.21	20142.69	20160.69	20117.29	20121.09	10200	0	0
2016.12.22	20109.49	20129.49	20061.49	20094.49	11704	0	0
2016.12.23	20099.49	20120.49	20075.49	20101.49	12116	0	0
2016.12.27	20097.49	20151.49	20093.49	20119.49	6326	0	0
2016.12.28	20115.49	20150.49	20003.19	20011.19	11910	0	0
2016.12.29	20014.19	20050.19	19962.19	19997.19	14272	0	0
2016.12.30	19998.19	20049.19	19894.79	19953.09	15723	0	0
2017.01.03	20005.09	20111.09	19947.99	20043.99	19023	0	0
2017.01.04	20042.69	20129.69	20040.69	20113.69	14516	0	0
2017.01.05	20098.69	20121.89	19983.39	20069.89	15371	0	0
2017.01.06	20064.99	20174.19	20005.99	20142.09	15177	0	0
2017.01.09	20159.09	20171.09	20066.09	20068.19	12232	0	0
2017.01.10	20050.19	20131.99	20013.19	20032.79	13695	0	0
2017.01.11	20049.79	20150.19	20002.99	20124.39	20093	0	0
2017.01.12	20104.39	20110.39	19943.19	20062.79	19739	0	0
2017.01.13	20063.79	20125.79	20023.29	20058.39	14427	0	0
2017.01.16	20049.39	20058.39	20021.39	20030.39	5863	0	0
2017.01.17	20031.39	20059.99	19948.99	20002.49	17622	0	0
2017.01.18	19982.59	20031.09	19909.59	19981.29	16290	0	0
2017.01.19	19982.29	20000.29	19849.69	19906.09	16290	0	0
2017.01.20	19922.09	20020.09	19900.09	19997.29	20344	0	0
2017.01.23	19946.29	20012.29	19906.59	19973.69	16973	0	0
2017.01.24	19975.69	20123.59	19958.69	20089.59	14299	0	0
2017.01.25	20097.59	20256.09	20089.59	20237.99	15289	0	0
2017.01.26	20249.99	20310.99	20243.99	20273.29	14283	0	0
2017.01.27	20275.29	20315.79	20248.09	20265.09	13587	0	0
2017.01.30	20198.09	20233.09	20042.59	20140.39	16400	0	0
2017.01.31	20132.39	20137.39	19958.59	20037.29	18925	0	0
2017.02.01	20056.09	20139.09	20020.09	20064.09	21030	0	0
2017.02.02	20031.09	20097.29	19981.09	20058.19	19256	0	0
2017.02.03	20064.39	20254.89	20028.39	20238.89	15843	0	0
2017.02.06	20214.89	20269.39	20181.89	20227.29	16340	0	0
2017.02.07	20212.29	20332.29	20203.29	20262.19	14431	0	0
2017.02.08	20237.79	20273.79	20188.79	20226.69	16917	0	0
2017.02.09	20215.79	20381.49	20203.79	20343.99	14719	0	0
2017.02.10	20361.99	20470.69	20361.99	20445.69	14663	0	0
2017.02.13	20458.09	20616.39	20456.09	20586.19	12764	0	0
2017.02.14	20588.09	20676.89	20555.39	20675.89	15083	0	0
2017.02.15	20671.19	20793.69	20667.19	20785.99	15540	0	0
2017.02.16	20806.99	20818.99	20731.99	20792.89	16671	0	0
2017.02.17	20782.89	20798.89	20700.89	20791.99	16248	0	0
2017.02.20	20777.99	20865.49	20767.99	20831.49	6687	0	0
2017.02.21	20821.99	20930.99	20796.99	20908.69	14427	0	0
2017.02.22	20899.69	20955.79	20866.69	20944.39	14831	0	0
2017.02.23	20932.79	21013.79	20921.99	20983.59	15987	0	0
2017.02.24	20982.09	20990.09	20890.09	20988.09	17411	0	0
2017.02.27	20968.69	21026.49	20943.69	21013.79	17997	0	0
2017.02.28	20994.39	21017.39	20953.89	20987.79	14321	0	0
2017.03.01	21013.79	21343.19	21007.79	21288.59	21579	0	0
2017.03.02	21277.39	21313.39	21167.39	21173.39	18180	0	0
2017.03.03	21165.39	21219.39	21109.39	21176.69	19135	0	0
2017.03.06	21099.69	21161.09	21085.79	21132.09	15924	0	0
2017.03.07	21127.99	21145.99	21074.09	21096.09	13815	0	0
2017.03.08	21063.19	21125.19	21008.79	21030.79	18841	0	0
2017.03.09	21037.79	21075.09	20952.49	21033.39	19851	0	0
2017.03.10	21079.89	21148.89	21002.89	21077.79	20657	0	0
2017.03.13	21046.59	21094.59	21019.69	21055.89	14949	0	0
2017.03.14	21040.89	21048.89	20960.09	21010.79	18045	0	0
2017.03.15	21029.79	21148.29	21021.79	21121.69	18294	0	0
2017.03.16	21126.69	21198.69	21066.29	21106.89	18801	0	0
2017.03.17	21107.89	21153.89	21082.89	21092.09	15013	0	0
2017.03.20	21078.59	21128.69	21052.59	21082.99	11921	0	0
2017.03.21	21089.99	21144.49	20830.89	20843.89	27048	0	0
2017.03.22	20819.39	20860.19	20752.99	20839.19	28873	0	0
2017.03.23	20855.69	20932.49	20789.19	20834.79	24907	0	0
2017.03.24	20852.79	20901.79	20703.79	20778.59	26519	0	0
2017.03.27	20708.09	20754.09	20583.09	20726.89	28575	0	0
2017.03.28	20749.89	20909.99	20687.89	20878.19	21633	0	0
2017.03.29	20875.19	20896.19	20797.69	20833.69	18881	0	0
2017.03.30	20842.19	20928.89	20805.69	20900.09	17737	0	0
2017.03.31	20888.59	20900.09	20833.89	20841.09	17569	0	0
2017.04.03	20850.09	20886.59	20692.49	20826.89	21891	0	0
2017.04.04	20806.99	20875.89	20745.99	20864.09	20249	0	0
2017.04.05	20881.39	21062.29	20811.59	20821.19	24441	0	0
2017.04.06	20782.69	20922.89	20743.69	20838.69	27692	0	0
2017.04.07	20847.19	20901.99	20695.69	20833.49	32044	0	0
2017.04.10	20845.99	20925.29	20787.79	20831.09	20508	0	0
2017.04.11	20835.59	20845.59	20684.39	20825.19	29062	0	0
2017.04.12	20813.69	20877.19	20726.59	20764.29	25914	0	0
2017.04.13	20744.79	20785.29	20632.29	20632.29	27602	0	0
2017.04.17	20623.79	20819.39	20612.29	20812.39	14495	0	0
2017.04.18	20807.39	20822.39	20634.89	20697.39	24917	0	0
2017.04.19	20679.19	20724.69	20551.69	20575.69	20841	0	0
2017.04.20	20577.99	20803.89	20568.49	20756.19	21242	0	0
2017.04.21	20774.19	20791.19	20678.19	20726.89	20538	0	0
2017.04.24	20894.39	20966.89	20866.89	20939.59	22395	0	0
2017.04.25	20932.59	21201.19	20926.59	21173.19	18084	0	0
2017.04.26	21170.19	21246.09	21148.09	21153.59	21078	0	0
2017.04.27	21160.09	21183.09	21109.59	21156.49	17160	0	0
2017.04.28	21133.49	21168.49	21098.59	21113.89	16488	0	0
2017.05.01	21104.89	21162.89	21070.69	21096.89	12129	0	0
2017.05.02	21110.89	21135.89	21077.99	21121.29	13936	0	0
2017.05.03	21101.89	21149.09	21046.99	21125.79	13435	0	0
2017.05.04	21147.29	21187.29	21020.49	21121.89	16376	0	0
2017.05.05	21116.89	21179.39	21057.89	21177.89	17256	0	0
2017.05.08	21183.09	21197.09	21137.09	21184.09	16563	0	0
2017.05.09	21177.09	21223.29	21112.89	21152.89	13784	0	0
2017.05.10	21074.19	21151.59	21058.39	21113.69	15089	0	0
2017.05.11	21102.19	21107.09	20971.19	21095.29	17730	0	0
2017.05.12	21083.29	21092.39	21039.29	21065.49	15641	0	0
2017.05.15	21064.99	21175.49	21058.99	21154.89	13412	0	0
2017.05.16	21149.79	21207.29	21107.09	21153.09	14448	0	0
2017.05.17	21049.99	21054.99	20777.09	20788.09	30771	0	0
2017.05.18	20817.09	20934.29	20671.09	20835.79	36473	0	0
2017.05.19	20848.79	21032.59	20817.29	20976.39	20300	0	0
2017.05.22	20993.89	21088.39	20961.39	21065.09	17339	0	0
2017.05.23	21040.09	21136.59	21038.09	21109.89	17692	0	0
2017.05.24	21104.89	21196.59	21090.39	21184.59	15589	0	60
2017.05.25	21191.39	21287.29	21187.89	21255.79	18867	0	60
2017.05.26	21251.29	21269.29	21214.29	21250.79	14351	0	60
2017.05.29	21270.29	21284.29	21259.29	21268.29	3599	0	60
2017.05.30	21253.09	21254.09	21181.79	21202.69	14093	0	60
2017.05.31	21204.69	21241.69	21112.59	21185.69	18489	0	60
2017.06.01	21193.99	21313.59	21163.99	21312.59	17029	0	60
2017.06.02	21318.59	21403.59	21303.79	21367.69	19669	0	60
2017.06.05	21359.19	21398.49	21342.69	21361.09	12227	0	60
2017.06.06	21357.59	21364.09	21293.59	21313.59	16695	0	60
2017.06.07	21331.19	21365.69	21286.79	21347.69	16398	0	60
2017.06.08	21347.19	21442.79	21311.19	21359.89	17598	0	60
2017.06.09	21320.09	21479.99	21319.59	21436.09	30261	0	60
2017.06.12	21413.59	21447.09	21361.19	21410.89	24595	0	60
2017.06.13	21411.09	21507.69	21411.09	21501.29	15529	0	60
2017.06.14	21500.79	21566.19	21469.29	21548.19	23180	0	60
2017.06.15	21507.49	21540.79	21434.19	21529.59	24245	0	60
2017.06.16	21548.09	21583.09	21482.09	21554.29	17793	0	60
2017.06.19	21573.29	21700.89	21569.29	21694.89	16144	0	60
2017.06.20	21705.89	21715.89	21640.09	21643.09	14855	0	60
2017.06.21	21655.59	21673.09	21564.39	21588.69	21723	0	60
2017.06.22	21576.19	21629.99	21565.69	21573.59	16255	0	60
2017.06.23	21579.59	21598.09	21504.09	21568.99	14766	0	60
2017.06.26	21550.99	21677.49	21547.49	21586.29	16457	0	60
2017.06.27	21598.29	21616.19	21492.69	21492.69	21963	0	60
2017.06.28	21500.19	21655.29	21480.69	21627.19	22271	0	60
2017.06.29	21666.19	21681.19	21371.29	21459.59	30312	0	60
2017.06.30	21498.59	21602.49	21464.59	21531.49	24121	0	60
2017.07.03	21569.59	21738.59	21556.09	21656.79	14221	0	60
2017.07.04	21693.29	21705.29	21637.29	21671.29	10866	0	60
2017.07.05	21652.59	21687.09	21576.89	21653.69	24450	0	60
2017.07.06	21658.89	21659.39	21481.39	21497.39	25351	0	60
2017.07.07	21505.39	21601.19	21487.39	21588.09	20185	0	60
2017.07.10	21598.09	21625.09	21540.09	21588.99	15371	0	60
2017.07.11	21588.49	21616.99	21451.39	21587.69	17557	0	60
2017.07.12	21600.69	21757.59	21586.19	21709.29	17617	0	60
2017.07.13	21716.79	21745.29	21686.49	21733.69	14612	0	60
2017.07.14	21737.69	21857.99	21698.69	21816.99	13968	0	60
2017.07.17	21829.99	21851.99	21790.39	21807.69	12691	0	60
2017.07.18	21810.79	21832.29	21642.39	21753.29	16753	0	60
2017.07.19	21730.09	21809.49	21728.09	21809.49	13167	0	60
2017.07.20	21809.99	21848.49	21750.09	21793.49	16147	0	60
2017.07.21	21805.99	21813.49	21675.89	21752.59	14551	0	60
2017.07.24	21736.59	21754.59	21668.39	21705.49	12880	0	60
2017.07.25	21716.99	21860.49	21710.99	21789.29	12821	0	60
2017.07.26	21797.29	21915.59	21775.79	21883.79	14927	0	60
2017.07.27	21882.19	21973.19	21863.99	21971.19	20881	0	60
2017.07.28	21950.19	22016.59	21914.19	22005.09	17085	0	60
2017.07.31	21990.09	22102.39	21982.59	22071.99	12781	0	60
2017.08.01	22089.99	22193.99	22089.99	22135.39	14209	0	60
2017.08.02	22172.19	22209.69	22143.19	22187.49	14211	0	60
2017.08.03	22177.19	22217.69	22157.19	22200.39	13803	0	60
2017.08.04	22195.89	22277.39	22188.39	22256.39	14583	0	60
2017.08.07	22258.89	22311.39	22255.99	22291.09	8808	0	60
2017.08.08	22286.29	22354.59	22231.19	22263.19	12267	0	60
2017.08.09	22220.39	22233.39	22171.39	22222.19	19097	0	60
2017.08.10	22211.59	22222.59	22020.29	22021.29	23913	0	60
2017.08.11	22035.29	22084.39	21990.29	22035.59	22491	0	60
2017.08.14	22098.59	22193.19	22096.59	22160.99	14206	0	60
2017.08.15	22188.39	22236.39	22145.49	22177.69	14426	0	60
2017.08.16	22169.39	22260.39	22159.89	22198.49	16530	0	60
2017.08.17	22184.49	22212.49	21926.59	21926.59	25061	0	60
2017.08.18	21908.59	21967.29	21817.19	21850.49	26692	0	60
2017.08.21	21890.99	21892.09	21774.59	21877.09	20877	0	60
2017.08.22	21916.09	22085.99	21904.59	22073.99	15395	0	60
2017.08.23	22078.89	22078.89	21975.39	21989.29	18489	0	60
2017.08.24	21960.79	22056.29	21938.79	21958.59	19800	0	60
2017.08.25	21972.39	22080.59	21943.89	21992.79	19114	0	60
2017.08.28	21996.79	22049.29	21940.29	21980.59	16024	0	60
2017.08.29	21889.29	22054.19	21822.79	22042.19	26297	0	60
2017.08.30	22055.19	22117.69	22006.69	22066.29	17692	0	60
2017.08.31	22073.09	22161.89	22071.09	22127.19	17210	0	60
2017.09.01	22156.69	22213.69	22146.69	22159.99	14254	0	60
2017.09.04	22092.99	22120.99	22074.49	22103.99	8532	0	60
2017.09.05	22116.99	22123.99	21883.39	21930.69	25163	0	60
2017.09.06	21929.69	22022.99	21919.69	21988.09	21280	0	60
2017.09.07	21952.89	22022.89	21919.59	21961.09	21769	0	60
2017.09.08	21950.49	22020.99	21884.99	21974.29	18665	0	60
2017.09.11	22064.79	22241.09	22063.29	22230.09	14702	0	60
2017.09.12	22240.59	22311.09	22238.09	22287.49	15784	0	60
2017.09.13	22301.49	22333.09	22265.49	22331.09	13080	0	60
2017.09.14	22307.79	22390.89	22284.29	22382.99	13757	0	60
2017.09.15	22347.29	22451.09	22347.29	22445.59	14379	0	60
2017.09.18	22450.59	22530.79	22450.09	22507.29	12343	0	60
2017.09.19	22524.79	22559.29	22514.29	22547.99	10972	0	60
2017.09.20	22544.49	22587.39	22490.79	22585.39	13677	0	60
2017.09.21	22598.39	22601.39	22532.79	22538.29	12140	0	60
2017.09.22	22539.79	22543.79	22473.79	22518.19	12920	0	60
2017.09.25	22548.69	22554.19	22392.59	22472.49	16014	0	60
2017.09.26	22487.49	22540.39	22455.49	22462.69	12342	0	60
2017.09.27	22472.69	22545.69	22429.09	22514.59	15806	0	60
2017.09.28	22509.09	22569.79	22458.59	22551.69	13953	0	60
2017.09.29	22544.19	22578.59	22505.69	22573.59	11173	0	60
2017.10.02	22607.59	22729.89	22587.59	22727.89	11752	0	60
2017.10.03	22734.89	22820.49	22731.89	22817.39	8694	0	60
2017.10.04	22824.89	22859.99	22809.39	22832.09	8989	0	60
2017.10.05	22826.29	22948.39	22819.29	22948.39	9845	0	60
2017.10.06	22949.39	22960.39	22903.09	22939.39	10049	0	60
2017.10.09	22934.39	22974.39	22912.99	22931.49	8709	0	60
2017.10.10	22936.49	23022.49	22936.49	23006.69	12087	0	60
2017.10.11	23011.19	23045.09	22984.19	23043.09	9071	0	60
2017.10.12	23039.09	23059.59	22997.09	23016.09	7957	0	60
2017.10.13	23009.09	23077.89	23005.59	23053.69	9431	0	60
2017.10.16	23068.69	23133.39	23061.49	23124.39	8695	0	60
2017.10.17	23131.89	23176.39	23115.39	23170.09	9288	0	60
2017.10.18	23214.09	23346.89	23204.09	23329.79	7994	0	60
2017.10.19	23339.09	23347.09	23175.59	23339.29	15715	0	60
2017.10.20	23342.39	23498.89	23334.89	23498.89	14344	0	60
2017.10.23	23523.39	23543.89	23450.29	23455.29	13638	0	60
2017.10.24	23467.79	23659.99	23466.29	23616.79	14695	0	60
2017.10.25	23617.79	23638.79	23424.19	23504.79	22195	0	60
2017.10.26	23515.29	23626.99	23512.79	23576.49	17472	0	60
2017.10.27	23573.49	23633.49	23524.99	23608.09	19509	0	60
2017.10.30	23584.09	23605.09	23503.49	23522.59	14933	0	60
2017.10.31	23503.59	23581.29	23497.59	23553.19	10481	0	60
2017.11.01	23566.69	23692.19	23562.19	23609.29	16747	0	60
2017.11.02	23603.79	23706.19	23520.79	23688.19	20291	0	60
2017.11.03	23700.19	23729.49	23652.29	23710.79	12647	0	60
2017.11.06	23704.49	23748.69	23645.99	23725.79	13159	0	60
2017.11.07	23739.29	23799.29	23658.39	23729.29	15453	0	60
2017.11.08	23699.29	23749.99	23686.09	23734.29	14867	0	60
2017.11.09	23738.99	23756.99	23483.49	23635.89	31617	0	60
2017.11.10	23631.79	23661.29	23552.79	23597.89	22220	0	60
2017.11.13	23622.39	23642.39	23502.89	23620.39	16905	0	60
2017.11.14	23621.79	23637.79	23445.89	23583.39	19639	0	60
2017.11.15	23545.49	23548.49	23416.29	23450.19	24643	0	60
2017.11.16	23469.59	23666.29	23467.59	23633.79	17499	0	60
2017.11.17	23638.29	23642.79	23530.49	23534.39	19652	0	60
2017.11.20	23513.39	23631.69	23446.39	23605.99	18128	0	60
2017.11.21	23596.49	23791.39	23582.49	23765.59	15785	0	60
2017.11.22	23749.49	23799.99	23681.49	23701.39	13394	0	60
2017.11.24	23694.89	23773.59	23685.89	23733.99	12087	0	60
2017.11.27	23720.69	23814.59	23673.19	23755.29	16184	0	60
2017.11.28	23729.29	24026.09	23726.79	24013.19	19730	0	60
2017.11.29	23986.39	24133.29	23984.39	24114.99	25082	0	60
2017.11.30	24080.79	24503.49	24065.79	24451.99	27255	0	60
2017.12.01	24398.09	24497.49	24098.39	24402.79	43600	0	60
2017.12.04	24621.79	24708.89	24466.99	24466.99	35056	0	60
2017.12.05	24506.99	24562.99	24328.99	24354.49	31792	0	60
2017.12.06	24368.49	24405.39	24257.49	24318.79	32924	0	60
2017.12.07	24373.79	24437.69	24244.29	24386.59	27965	0	60
2017.12.08	24409.29	24503.59	24398.09	24503.59	20223	0	60
2017.12.11	24505.09	24562.79	24489.09	24557.79	19129	0	60
2017.12.12	24591.29	24727.59	24567.79	24685.29	20205	0	60
2017.12.13	24690.79	24840.79	24639.29	24768.69	23853	0	60
2017.12.14	24820.89	24851.39	24687.09	24691.09	24675	0	60
2017.12.15	24717.09	24863.19	24703.09	24817.09	22749	0	60
2017.12.18	24910.09	25053.09	24895.09	24976.19	22195	0	60
2017.12.19	24984.19	25049.19	24889.09	24932.09	18977	0	60
2017.12.20	24965.59	25039.09	24868.29	24906.39	23028	0	60
2017.12.21	24889.89	25023.59	24877.39	24964.59	18873	0	60
2017.12.22	24976.09	25010.59	24892.89	24942.29	15785	0	60
2017.12.26	24947.49	24962.49	24873.99	24945.69	11054	0	60
2017.12.27	24953.19	24985.69	24925.69	24956.69	14830	0	60
2017.12.28	24965.19	25003.69	24949.19	24976.69	11710	0	60
2017.12.29	24984.69	25049.69	24888.69	24904.19	14653	0	60
2018.01.02	24937.69	25021.69	24899.19	24995.59	18165	0	60
2018.01.03	24993.09	25114.19	24989.09	25096.19	15294	0	60
2018.01.04	25085.89	25280.59	25075.89	25248.99	18239	0	60
2018.01.05	25274.49	25472.89	25264.49	25468.89	18276	0	60
2018.01.08	25548.39	25556.39	25411.19	25453.99	17215	0	60
2018.01.09	25469.99	25614.39	25434.99	25562.69	17956	0	60
2018.01.10	25560.19	25582.19	25421.69	25543.79	25754	0	60
2018.01.11	25571.79	25750.49	25529.79	25744.49	19357	0	60
2018.01.12	25750.99	25984.59	25742.49	25976.59	21474	0	60
2018.01.15	26102.09	26177.59	26070.59	26132.09	11674	0	60
2018.01.16	26154.59	26262.19	25876.79	25975.39	33884	0	60
2018.01.17	26037.89	26306.79	26035.89	26293.79	32314	0	60
2018.01.18	26318.99	26329.99	26119.29	26200.89	32264	0	60
2018.01.19	26146.59	26244.79	26057.59	26244.29	30127	0	60
2018.01.22	26182.29	26392.89	26144.79	26389.89	22617	0	60
2018.01.23	26396.39	26499.89	26320.69	26391.19	27852	0	60
2018.01.24	26398.19	26566.29	26276.99	26451.39	33351	0	60
2018.01.25	26468.39	26630.49	26417.39	26564.49	36204	0	60
2018.01.26	26592.49	26785.49	26577.49	26785.49	26274	0	60
2018.01.29	26866.49	26878.49	26611.09	26613.09	32637	0	60
2018.01.30	26637.59	26650.59	26201.69	26250.79	48525	0	60
2018.01.31	26258.79	26505.29	26222.39	26334.19	42479	0	60
2018.02.01	26380.39	26482.49	26116.39	26365.69	44885	0	60
2018.02.02	26346.69	26352.19	25660.99	25678.99	57497	0	60
2018.02.05	25448.49	25691.79	23912.09	24522.09	68215	0	60
2018.02.06	24220.99	25120.79	23307.99	25084.79	110721	0	60
2018.02.07	25039.29	25471.59	24737.79	25065.49	72453	0	60
2018.02.08	24884.39	25131.39	24013.59	24023.59	72906	0	60
2018.02.09	24222.99	24557.79	23534.89	24357.79	85024	0	60
2018.02.12	24570.29	24940.09	24435.29	24778.69	59129	0	60
2018.02.13	24734.69	24883.49	24579.19	24813.49	59604	0	60
2018.02.14	24874.09	25101.39	24486.59	25072.39	62018	0	60
2018.02.15	25048.09	25373.49	24978.99	25373.49	56036	0	60
2018.02.16	25440.99	25607.79	25295.99	25389.69	52954	0	60
2018.02.19	25486.19	25525.69	25240.69	25360.69	18785	0	60
2018.02.20	25392.19	25394.19	25054.79	25134.69	56057	0	60
2018.02.21	25183.19	25444.19	24965.59	24967.59	55051	0	60
2018.02.22	24888.09	25331.59	24768.09	25135.19	58939	0	60
2018.02.23	25268.29	25489.09	25200.39	25489.09	51430	0	60
2018.02.26	25508.79	25907.59	25499.79	25881.19	47708	0	60
2018.02.27	25960.59	25996.59	25585.99	25585.99	62025	0	60
2018.02.28	25659.29	25748.19	25200.89	25200.89	63032	0	60
2018.03.01	25253.89	25361.59	24613.69	24782.19	77726	0	60
2018.03.02	24846.79	24847.79	24389.39	24721.49	78134	0	60
2018.03.05	24690.49	25137.39	24496.49	25053.39	66419	0	60
2018.03.06	25100.89	25229.89	24881.79	25058.79	61591	0	60
2018.03.07	24639.19	25024.79	24600.19	24978.29	69733	0	60
2018.03.08	24948.09	25123.09	24875.69	25064.99	53092	0	60
2018.03.09	25099.49	25510.19	25014.49	25507.69	42190	0	60
2018.03.12	25591.69	25675.69	25323.69	25359.29	45326	0	60
2018.03.13	25384.79	25550.29	25118.29	25176.79	51558	0	60
2018.03.14	25161.29	25318.79	24837.69	24935.69	60430	0	60
2018.03.15	24961.19	25230.69	24849.19	25054.19	51278	0	60
2018.03.16	25099.69	25206.29	25004.19	25103.59	45625	0	60
2018.03.19	25090.59	25115.09	24629.19	24785.79	62737	0	60
2018.03.20	24801.29	24981.29	24776.29	24903.89	54783	0	60
2018.03.21	24931.39	25157.09	24826.79	24859.09	48817	0	60
2018.03.22	24891.09	24965.59	24108.79	24123.29	77052	0	60
2018.03.23	23962.79	24285.89	23680.59	23706.09	90129	0	60
2018.03.26	23857.59	24406.79	23829.09	24378.29	71470	0	60
2018.03.27	24445.29	24622.49	23879.69	24031.69	74481	0	60
2018.03.28	24065.69	24267.99	23900.49	24020.49	89163	0	60
2018.03.29	24083.49	24488.19	23991.99	24333.99	69100	0	60
2018.04.02	24300.99	24343.99	23516.79	23803.29	60925	0	60
2018.04.03	23822.79	24219.69	23760.29	24208.99	70987	0	60
2018.04.04	24157.69	24355.86	23570.69	24343.64	87641	0	60
2018.04.05	24343.52	24623.09	24026.20	24139.12	126846	0	320
2018.04.06	24138.93	24439.09	23733.60	23938.63	133642	0	320
2018.04.08	24023.86	24052.54	23978.77	24028.02	4298	0	1066
2018.04.09	24027.52	24374.92	23938.18	24010.32	128798	0	320
2018.04.10	24010.66	24509.88	24006.23	24339.11	137758	0	320
2018.04.11	24341.21	24360.89	24090.39	24259.90	117766	0	320
2018.04.12	24259.96	24588.29	24171.77	24416.46	116033	0	320
2018.04.13	24417.06	24658.31	24240.82	24373.46	111699	0	320
2018.04.15	24552.05	24555.15	24519.11	24526.01	3501	0	1070
2018.04.16	24525.85	24674.10	24415.57	24594.05	109694	0	320
2018.04.17	24595.39	24858.81	24594.41	24759.13	105498	0	0
2018.04.18	24779.37	24842.30	24716.00	24789.61	97040	0	320
2018.04.19	24789.12	24808.03	24547.50	24652.11	102177	0	320
2018.04.20	24652.19	24693.17	24371.22	24465.46	115352	0	320
2018.04.22	24552.29	24552.29	24485.96	24523.69	3796	0	1068
2018.04.23	24523.45	24552.47	24325.71	24491.61	108688	0	320
2018.04.24	24490.52	24634.70	23821.51	24051.92	124185	0	320
2018.04.25	24051.92	24173.15	23821.03	24156.49	134050	0	320
2018.04.26	24157.90	24401.79	24054.26	24310.66	120525	0	184
2018.04.27	24310.75	24354.40	24187.91	24320.66	106188	0	320
2018.04.29	24318.63	24403.50	24313.66	24342.50	2429	0	1068
2018.04.30	24341.92	24498.90	24117.26	24189.10	98705	0	320
2018.05.01	24184.72	24226.64	23802.38	24140.06	96040	0	320
2018.05.02	24140.05	24186.89	23848.54	23890.07	109893	0	320
2018.05.03	23887.77	23998.39	23520.50	23906.97	121014	0	320
